Nitrogen,Phosphorus,Potassium,pH,Humidity,Temperature,Soil Type,Period of Month,Crop
39.9,42.14,40.36,5.62,57.05,31.09,Silty,Kharif,Rice
59.77,22.91,70.87,6.82,77.64,16.12,Sandy,Rabi,Wheat
77.07,18.84,26.35,7.06,56.48,19.45,Clayey,Kharif,Brinjal
78.84,29.74,79.13,5.69,80.96,21.37,Clayey,Kharif,Rice
97.82,40.11,71.97,6.67,76.43,19.24,Clayey,Kharif,Rice
53.81,10.57,76.43,7.48,56.79,27.53,Clayey,Kharif,Brinjal
40.67,39.14,53.85,7.28,61.06,26.48,Silty,Kharif,Brinjal
99.99,30.56,67.98,7.15,53.27,31.04,Sandy,Rabi,Wheat
31.57,22.84,49.41,6.39,77.18,22.74,Clayey,Rabi,Wheat
80.26,51.08,41.85,6.68,65.49,25.88,Sandy,Zaid,Tomato
34.08,19.33,74.51,5.81,85.51,28.16,Sandy,Rabi,Wheat
27.76,44.8,75.46,6.77,57.92,24.82,Silty,Zaid,Tomato
20.63,19.35,78.65,7.42,64.66,30.54,Loamy,Kharif,Rice
78.13,17.73,45.29,5.89,81.9,30.46,Sandy,Kharif,Maize
72.38,34.92,45.93,6.23,81.24,31.63,Sandy,Rabi,Wheat
59.88,45.35,30.58,6.3,74.14,26.67,Sandy,Rabi,Onion
54.58,24.17,20.73,5.95,78.86,24.94,Silty,Zaid,Tomato
56.15,23.02,51.84,5.71,68.92,16.23,Sandy,Kharif,Brinjal
74.48,47.31,20.25,6.61,72.77,22.2,Loamy,Rabi,Wheat
75.2,37.44,42.99,6.91,69.56,27.53,Loamy,Kharif,Maize
72.68,44.1,30.69,6.59,58.89,18.24,Sandy,Zaid,Tomato
70.6,55.23,67.97,5.93,69.7,20.14,Clayey,Rabi,Onion
38.28,28.04,26.9,6.23,73.49,24.69,Sandy,Rabi,Wheat
41.24,40.91,36.41,7.1,78.96,28.35,Clayey,Kharif,Rice
37.96,57.14,23.29,5.58,80.75,19.87,Clayey,Rabi,Wheat
83.93,10.32,71.45,6.58,76.42,15.42,Sandy,Kharif,Maize
94.64,59.55,26.04,7.21,53.04,23.17,Clayey,Kharif,Rice
65.49,36.35,37.14,7.44,75.74,15.77,Silty,Kharif,Rice
75.83,58.7,73.91,6.04,87.61,33.0,Sandy,Kharif,Rice
64.04,40.8,35.42,5.66,78.74,16.89,Clayey,Rabi,Wheat
22.08,41.38,69.37,5.59,74.9,19.02,Silty,Rabi,Onion
53.42,11.8,43.14,6.59,64.02,18.33,Silty,Kharif,Maize
52.49,11.02,77.68,5.51,61.32,20.89,Silty,Rabi,Onion
51.91,25.45,53.07,5.99,58.52,24.89,Sandy,Rabi,Onion
91.4,43.8,79.48,5.77,81.57,33.31,Sandy,Kharif,Brinjal
69.79,57.48,54.71,6.54,54.21,27.39,Silty,Rabi,Wheat
32.55,19.3,31.68,5.74,79.7,25.87,Clayey,Kharif,Brinjal
94.44,47.7,21.18,5.84,70.01,28.59,Clayey,Rabi,Onion
67.97,58.93,52.6,6.75,51.91,21.47,Silty,Rabi,Wheat
58.6,24.06,29.08,6.24,62.06,19.99,Clayey,Rabi,Onion
67.45,39.36,72.79,6.34,59.02,31.17,Clayey,Kharif,Brinjal
25.11,33.4,52.68,6.97,79.12,17.67,Clayey,Zaid,Tomato
81.17,55.76,40.58,5.66,71.56,30.65,Silty,Rabi,Onion
89.65,45.79,65.71,6.58,81.64,26.55,Loamy,Kharif,Rice
56.83,32.46,31.17,5.71,56.54,15.7,Loamy,Zaid,Tomato
54.07,32.29,24.53,6.11,50.17,15.16,Loamy,Zaid,Tomato
44.14,44.33,69.94,6.95,82.99,27.52,Sandy,Kharif,Maize
94.46,22.11,53.05,5.77,66.64,16.03,Silty,Kharif,Brinjal
30.16,47.77,54.11,5.6,68.41,16.55,Sandy,Zaid,Tomato
24.79,19.04,69.4,6.83,74.04,20.52,Silty,Kharif,Rice
26.28,54.58,59.59,5.57,88.45,18.55,Silty,Rabi,Onion
24.95,11.38,27.09,6.53,67.15,33.76,Sandy,Kharif,Rice
70.77,43.87,79.39,7.38,81.4,32.33,Loamy,Kharif,Rice
66.47,45.46,71.68,7.39,62.71,25.46,Silty,Zaid,Tomato
78.66,45.08,51.16,6.96,50.02,18.4,Clayey,Kharif,Rice
89.83,21.7,64.21,6.75,52.24,29.79,Sandy,Rabi,Onion
89.25,31.25,48.49,5.87,84.34,30.55,Loamy,Rabi,Wheat
23.94,28.88,65.72,5.63,54.16,15.64,Sandy,Rabi,Wheat
66.66,22.53,44.87,6.46,58.57,25.41,Sandy,Kharif,Maize
47.49,31.03,35.76,7.04,69.94,20.72,Silty,Kharif,Rice
90.52,22.05,54.88,5.59,75.05,18.82,Silty,Rabi,Onion
69.28,40.51,64.18,5.89,53.72,19.65,Silty,Rabi,Onion
62.89,53.72,47.7,5.76,53.79,24.49,Loamy,Kharif,Brinjal
57.96,36.43,55.94,5.76,50.54,27.96,Silty,Rabi,Onion
41.04,12.64,57.69,6.2,61.49,25.53,Loamy,Kharif,Maize
24.81,12.13,77.02,6.06,51.59,27.17,Clayey,Kharif,Rice
97.65,59.61,36.24,5.98,88.15,26.68,Silty,Rabi,Wheat
84.57,49.63,57.63,6.78,55.26,32.82,Clayey,Rabi,Wheat
77.77,18.44,22.36,6.43,72.23,32.31,Loamy,Zaid,Tomato
64.16,43.12,34.55,6.62,60.69,23.25,Silty,Kharif,Rice
35.48,55.7,60.74,6.51,67.17,15.63,Silty,Rabi,Onion
35.91,12.15,29.48,5.66,67.39,24.09,Loamy,Zaid,Tomato
49.65,43.71,35.45,6.0,69.54,33.11,Silty,Rabi,Onion
49.82,19.89,77.11,5.56,88.85,28.31,Loamy,Kharif,Maize
97.68,40.4,64.25,6.13,60.09,18.0,Loamy,Zaid,Tomato
88.63,58.96,77.24,6.7,82.33,32.53,Loamy,Rabi,Wheat
95.88,54.41,26.08,7.01,79.77,19.8,Clayey,Kharif,Brinjal
28.87,46.04,39.0,7.37,62.49,27.04,Sandy,Rabi,Wheat
73.47,13.78,57.25,7.32,50.94,24.4,Sandy,Kharif,Rice
73.69,53.12,20.81,6.27,89.05,22.66,Loamy,Rabi,Wheat
32.3,41.31,52.98,5.54,85.36,30.36,Silty,Kharif,Maize
91.76,40.67,54.15,6.79,58.81,30.04,Clayey,Kharif,Brinjal
41.84,34.39,79.9,6.73,68.06,33.88,Loamy,Kharif,Maize
89.47,34.67,36.34,5.81,65.33,15.29,Silty,Rabi,Wheat
48.58,30.51,43.52,6.6,89.75,33.39,Sandy,Kharif,Brinjal
31.54,39.82,58.17,7.21,81.95,32.44,Sandy,Rabi,Onion
35.7,17.0,58.62,7.29,80.07,31.68,Sandy,Rabi,Onion
72.24,34.15,60.49,7.34,65.11,34.48,Sandy,Rabi,Wheat
41.08,44.2,63.07,5.86,69.93,33.8,Sandy,Kharif,Maize
27.47,34.52,56.62,5.75,80.22,30.06,Clayey,Rabi,Wheat
96.94,54.78,64.63,6.18,81.56,23.92,Sandy,Rabi,Wheat
46.64,20.64,69.79,5.8,57.56,26.95,Loamy,Kharif,Rice
53.32,18.89,71.21,7.18,73.51,28.2,Silty,Zaid,Tomato
52.41,38.54,58.46,7.49,70.78,15.78,Sandy,Rabi,Onion
23.75,41.57,74.78,6.95,73.41,28.87,Silty,Kharif,Maize
89.41,42.34,76.82,5.65,66.41,24.34,Sandy,Kharif,Brinjal
26.66,25.63,73.96,6.74,77.13,19.21,Clayey,Kharif,Rice
37.01,54.46,36.72,6.63,84.8,18.93,Clayey,Kharif,Rice
24.47,44.12,69.79,7.06,52.28,27.06,Loamy,Rabi,Wheat
69.29,36.54,47.42,6.36,87.83,34.7,Sandy,Kharif,Maize
25.4,15.82,77.63,7.36,85.75,30.79,Clayey,Zaid,Tomato
72.85,28.09,77.0,6.97,73.11,22.1,Silty,Rabi,Wheat
22.17,15.29,52.2,6.14,57.76,23.22,Silty,Kharif,Rice
89.4,23.31,56.21,6.57,75.12,34.61,Loamy,Kharif,Maize
95.93,36.78,46.85,5.92,56.93,22.28,Loamy,Kharif,Maize
25.19,57.02,67.99,7.34,61.62,27.12,Silty,Kharif,Brinjal
49.57,33.55,75.66,5.69,85.13,17.15,Loamy,Kharif,Maize
77.0,28.04,77.61,7.21,58.11,27.94,Sandy,Rabi,Wheat
85.56,21.23,38.74,5.52,62.13,18.34,Sandy,Kharif,Maize
29.96,35.1,65.23,7.14,57.19,16.91,Sandy,Rabi,Onion
51.56,45.68,75.04,6.44,82.32,20.25,Sandy,Rabi,Wheat
23.1,27.75,77.93,6.12,55.85,30.01,Loamy,Rabi,Onion
93.81,48.43,46.07,7.46,71.84,32.22,Loamy,Kharif,Brinjal
95.3,31.93,64.33,6.28,88.44,25.87,Clayey,Kharif,Maize
79.43,46.91,62.59,7.1,88.77,20.91,Loamy,Rabi,Onion
35.31,30.24,49.26,6.82,50.35,20.3,Loamy,Kharif,Brinjal
58.86,39.18,70.61,6.12,58.56,30.23,Silty,Rabi,Wheat
41.39,41.74,64.14,5.95,53.89,26.27,Loamy,Kharif,Maize
72.16,13.76,56.66,6.49,73.51,30.8,Loamy,Rabi,Onion
86.76,38.44,46.35,7.07,72.75,31.05,Silty,Kharif,Brinjal
87.69,33.86,77.65,6.93,55.09,19.86,Sandy,Kharif,Maize
57.43,17.42,53.71,6.47,50.68,22.46,Silty,Zaid,Tomato
97.29,22.08,43.01,6.74,59.94,27.8,Clayey,Rabi,Wheat
56.38,14.78,69.41,6.4,83.15,34.84,Silty,Zaid,Tomato
83.75,36.23,26.27,6.47,57.85,27.01,Clayey,Zaid,Tomato
65.86,20.2,76.12,6.89,59.98,31.8,Sandy,Rabi,Onion
82.61,16.86,21.44,5.55,83.23,22.4,Clayey,Zaid,Tomato
56.58,23.92,75.23,5.94,66.99,23.52,Clayey,Kharif,Maize
71.27,19.99,68.89,6.47,82.81,27.55,Silty,Zaid,Tomato
32.84,25.4,73.59,6.05,55.2,28.22,Clayey,Zaid,Tomato
65.85,49.15,34.7,5.64,51.33,31.92,Loamy,Kharif,Rice
42.98,27.83,74.65,5.84,64.46,16.58,Loamy,Kharif,Maize
28.78,44.5,77.78,6.52,89.8,32.07,Silty,Kharif,Maize
92.25,56.54,76.81,5.93,59.44,24.03,Loamy,Kharif,Rice
48.35,50.81,31.82,6.69,80.63,21.11,Sandy,Rabi,Wheat
68.0,18.65,26.25,5.59,52.53,24.46,Loamy,Kharif,Brinjal
34.86,52.79,55.22,5.7,87.69,28.09,Sandy,Rabi,Wheat
81.19,48.44,74.11,7.21,60.91,21.53,Sandy,Kharif,Rice
24.37,44.61,49.27,6.93,51.9,16.81,Clayey,Kharif,Rice
28.14,57.71,75.46,6.63,52.88,32.25,Loamy,Kharif,Rice
92.38,55.5,53.83,6.67,64.55,22.53,Clayey,Zaid,Tomato
34.16,27.12,42.97,6.14,70.59,34.47,Clayey,Zaid,Tomato
96.3,48.49,20.24,5.81,78.0,25.28,Clayey,Zaid,Tomato
78.77,24.03,77.87,6.82,72.31,21.15,Sandy,Zaid,Tomato
31.22,60.0,43.68,6.44,72.09,21.84,Sandy,Rabi,Onion
84.66,30.57,40.69,5.71,86.42,28.81,Sandy,Kharif,Brinjal
75.49,27.65,21.04,5.81,64.11,32.82,Silty,Kharif,Brinjal
85.05,39.24,41.52,5.56,74.96,19.51,Sandy,Rabi,Onion
91.06,38.38,24.91,5.51,81.19,18.49,Loamy,Kharif,Brinjal
47.87,19.92,28.18,5.82,71.05,32.42,Loamy,Kharif,Brinjal
76.29,53.06,65.63,7.26,50.15,34.48,Clayey,Rabi,Onion
63.79,39.3,30.25,7.38,80.76,31.92,Silty,Rabi,Wheat
53.65,12.44,22.63,6.63,52.79,26.42,Silty,Zaid,Tomato
79.93,29.03,34.66,7.2,78.45,32.9,Clayey,Rabi,Wheat
99.42,18.93,34.17,6.11,72.76,22.5,Clayey,Kharif,Maize
41.79,19.21,65.43,6.07,58.26,32.95,Clayey,Kharif,Maize
93.43,18.46,28.66,5.84,74.0,26.65,Clayey,Kharif,Rice
31.63,42.78,22.61,7.33,50.58,32.88,Sandy,Zaid,Tomato
68.96,26.45,21.29,5.83,78.39,18.0,Clayey,Zaid,Tomato
28.06,24.6,80.0,6.08,57.81,34.4,Silty,Kharif,Brinjal
57.84,14.97,57.96,6.19,71.77,34.39,Loamy,Rabi,Wheat
74.2,27.35,29.37,7.05,70.87,17.13,Clayey,Rabi,Onion
98.86,33.62,49.63,7.46,69.26,19.92,Silty,Kharif,Brinjal
95.35,29.8,35.42,5.6,66.21,17.21,Sandy,Rabi,Onion
76.06,53.81,66.73,6.36,62.72,22.08,Loamy,Rabi,Wheat
52.01,55.51,31.28,6.18,78.72,21.42,Sandy,Rabi,Wheat
54.57,53.67,51.12,7.27,73.26,17.38,Clayey,Kharif,Brinjal
33.01,26.98,27.08,6.09,85.06,21.49,Silty,Kharif,Rice
44.8,24.34,73.88,6.51,80.73,20.35,Silty,Rabi,Wheat
57.23,31.15,56.23,6.78,68.82,21.37,Sandy,Kharif,Rice
27.89,15.14,53.46,6.01,56.44,23.92,Silty,Rabi,Wheat
68.09,23.54,69.64,6.53,86.19,27.94,Sandy,Kharif,Rice
59.23,39.92,21.09,6.04,65.24,24.32,Clayey,Kharif,Brinjal
61.7,54.18,55.57,7.34,63.8,16.6,Loamy,Rabi,Wheat
38.31,12.19,30.41,6.26,53.52,21.1,Loamy,Kharif,Maize
76.34,43.32,64.79,6.95,87.51,25.6,Sandy,Zaid,Tomato
58.63,37.95,58.33,5.56,59.83,34.89,Loamy,Zaid,Tomato
97.66,53.45,76.65,6.59,61.25,28.82,Sandy,Rabi,Wheat
51.63,32.68,64.31,6.93,80.57,23.44,Silty,Kharif,Brinjal
72.94,29.42,40.79,7.27,68.77,22.67,Sandy,Kharif,Maize
45.16,33.52,46.33,6.77,82.34,30.79,Sandy,Rabi,Wheat
71.18,41.61,75.27,6.08,50.63,33.48,Sandy,Kharif,Brinjal
52.49,36.89,31.79,6.75,72.04,17.2,Sandy,Rabi,Onion
41.64,58.99,36.4,7.41,60.72,28.98,Sandy,Zaid,Tomato
24.24,13.14,46.9,6.73,54.76,19.64,Clayey,Zaid,Tomato
55.05,37.49,58.31,5.77,80.22,24.52,Loamy,Kharif,Rice
96.06,59.79,22.4,6.44,72.63,31.9,Loamy,Zaid,Tomato
99.54,46.3,24.29,7.46,72.84,19.11,Silty,Rabi,Onion
34.59,30.32,64.8,5.59,74.06,28.6,Clayey,Rabi,Onion
61.64,58.75,21.77,5.87,75.95,29.1,Silty,Rabi,Onion
25.65,47.99,24.97,6.31,72.35,16.64,Loamy,Kharif,Brinjal
46.66,59.66,48.17,6.21,88.68,28.62,Silty,Rabi,Onion
96.71,36.75,53.96,7.16,74.25,26.43,Loamy,Rabi,Onion
91.54,14.02,27.32,5.61,88.94,27.33,Loamy,Kharif,Brinjal
58.83,54.04,24.55,6.3,82.29,28.81,Loamy,Zaid,Tomato
25.78,54.1,61.48,6.27,88.87,29.98,Clayey,Rabi,Onion
69.37,16.53,77.45,6.11,64.91,18.5,Sandy,Rabi,Onion
93.2,45.64,57.95,6.96,58.19,22.19,Clayey,Rabi,Onion
55.72,11.72,49.56,5.65,82.66,34.49,Silty,Kharif,Rice
95.11,36.71,35.35,5.65,67.3,20.14,Clayey,Kharif,Rice
92.97,41.16,47.66,6.9,70.47,20.72,Sandy,Rabi,Wheat
75.7,17.14,37.52,6.3,60.1,25.79,Silty,Zaid,Tomato
47.89,38.5,49.61,6.34,83.15,25.6,Loamy,Kharif,Rice
66.66,48.37,63.51,6.24,81.44,15.18,Silty,Kharif,Rice
50.7,13.35,54.42,7.14,86.88,33.55,Silty,Kharif,Rice
78.02,51.49,68.61,7.45,57.06,16.11,Silty,Kharif,Rice
51.37,42.46,62.16,6.72,63.57,31.09,Clayey,Rabi,Wheat
97.32,41.19,37.11,7.3,56.6,15.02,Loamy,Rabi,Onion
47.33,40.87,27.38,6.79,53.31,27.54,Silty,Kharif,Rice
59.91,59.32,78.34,7.13,67.42,30.32,Silty,Kharif,Maize
69.27,54.95,47.33,7.32,82.58,32.06,Loamy,Zaid,Tomato
89.11,19.29,34.64,7.26,53.97,31.42,Clayey,Zaid,Tomato
21.03,39.16,20.21,7.36,78.23,28.5,Clayey,Zaid,Tomato
82.94,17.18,24.93,6.02,61.82,17.03,Loamy,Zaid,Tomato
52.78,16.96,76.32,6.36,77.55,19.87,Loamy,Kharif,Rice
89.69,28.64,77.82,5.85,74.9,23.62,Loamy,Kharif,Maize
80.26,40.19,69.49,6.24,55.94,30.01,Sandy,Kharif,Maize
33.1,40.4,52.2,6.24,80.45,30.48,Loamy,Zaid,Tomato
82.66,38.15,77.74,6.65,73.78,34.97,Sandy,Kharif,Maize
80.89,49.55,52.82,5.76,79.6,23.69,Silty,Kharif,Rice
88.45,44.99,70.67,6.55,60.18,22.15,Silty,Rabi,Onion
49.46,31.3,46.85,6.85,79.43,27.17,Silty,Rabi,Wheat
98.44,32.11,67.35,5.72,64.47,23.6,Silty,Zaid,Tomato
27.87,29.24,69.78,7.02,70.32,20.95,Loamy,Kharif,Maize
60.71,46.86,37.83,7.1,78.55,27.09,Silty,Kharif,Maize
42.01,43.46,55.19,6.27,75.91,33.71,Sandy,Rabi,Wheat
49.57,57.23,37.31,6.88,88.51,29.7,Clayey,Rabi,Onion
89.6,21.34,65.99,6.53,75.98,17.5,Sandy,Kharif,Rice
84.12,37.93,55.89,6.57,51.15,23.98,Silty,Kharif,Maize
87.29,30.47,68.91,5.69,57.61,21.08,Loamy,Zaid,Tomato
97.97,18.81,38.89,5.98,54.63,21.26,Sandy,Zaid,Tomato
41.41,13.38,74.84,6.42,57.88,29.95,Silty,Rabi,Wheat
83.27,43.59,67.76,6.09,51.89,30.98,Loamy,Rabi,Wheat
38.2,23.25,57.79,7.4,79.57,25.16,Sandy,Rabi,Wheat
51.72,32.96,57.74,5.62,80.57,34.87,Sandy,Kharif,Rice
55.21,16.49,58.44,6.17,70.32,28.69,Clayey,Kharif,Brinjal
53.57,23.4,38.06,5.85,78.28,31.03,Silty,Rabi,Onion
64.48,37.0,43.6,6.66,56.03,29.05,Silty,Kharif,Brinjal
78.99,18.83,63.54,6.28,58.84,27.71,Silty,Rabi,Onion
83.98,52.39,22.26,6.81,83.89,25.26,Sandy,Zaid,Tomato
43.49,53.7,71.95,5.7,52.6,26.96,Loamy,Rabi,Onion
45.66,33.19,29.61,6.62,81.86,23.16,Silty,Rabi,Wheat
80.47,14.8,70.81,6.17,60.97,33.69,Loamy,Rabi,Onion
88.15,28.92,72.47,5.57,72.0,34.44,Clayey,Kharif,Rice
27.72,22.23,68.27,6.77,77.95,15.46,Sandy,Kharif,Maize
82.86,45.52,49.92,6.64,69.32,30.12,Sandy,Kharif,Maize
82.89,24.83,47.58,6.25,78.43,15.75,Silty,Kharif,Maize
20.1,30.01,67.14,5.74,82.78,27.93,Sandy,Zaid,Tomato
41.77,12.2,56.95,6.07,75.47,25.08,Loamy,Kharif,Brinjal
99.78,44.04,59.58,7.13,59.34,28.83,Silty,Rabi,Onion
70.14,28.94,69.13,6.62,61.99,27.57,Clayey,Kharif,Maize
67.71,26.56,49.38,6.59,59.14,34.78,Sandy,Rabi,Onion
68.03,43.03,21.84,6.51,68.42,27.92,Silty,Zaid,Tomato
97.39,19.99,72.16,6.78,54.67,30.4,Loamy,Kharif,Maize
30.78,10.79,23.59,5.68,58.19,32.64,Sandy,Rabi,Onion
46.54,18.78,77.92,7.17,73.45,25.96,Silty,Kharif,Brinjal
88.49,56.7,69.91,6.19,87.71,16.7,Silty,Rabi,Onion
67.93,56.04,66.71,5.51,84.38,27.43,Silty,Kharif,Rice
51.06,54.09,43.34,7.02,65.12,30.6,Clayey,Rabi,Wheat
42.59,53.88,75.59,5.76,70.56,15.53,Clayey,Kharif,Maize
72.37,38.48,43.64,5.75,83.18,31.78,Loamy,Rabi,Onion
88.97,46.22,63.58,7.25,84.96,17.0,Loamy,Zaid,Tomato
48.26,48.21,62.1,5.77,51.9,33.84,Silty,Rabi,Onion
99.72,14.47,79.26,6.76,80.54,21.96,Loamy,Kharif,Maize
89.02,21.66,33.19,6.97,60.42,21.25,Sandy,Kharif,Maize
59.71,34.08,25.99,6.29,53.93,33.76,Sandy,Rabi,Wheat
35.56,43.37,34.84,6.25,74.48,24.28,Silty,Kharif,Maize
72.31,17.99,44.59,7.06,52.32,30.49,Loamy,Rabi,Wheat
46.0,52.97,73.14,6.37,51.6,27.08,Silty,Zaid,Tomato
84.98,56.87,64.6,6.76,51.4,18.73,Clayey,Rabi,Onion
99.94,30.92,71.21,6.83,83.74,31.53,Clayey,Rabi,Wheat
76.59,52.9,47.96,6.05,88.78,32.94,Clayey,Rabi,Onion
81.65,23.11,75.11,6.13,60.96,22.44,Clayey,Kharif,Rice
29.49,46.94,33.74,7.23,68.72,26.62,Silty,Zaid,Tomato
45.98,56.97,68.14,6.13,76.26,24.13,Loamy,Kharif,Rice
88.57,27.99,73.61,6.88,51.77,16.07,Loamy,Kharif,Maize
93.1,20.13,53.31,5.69,65.0,18.61,Silty,Kharif,Maize
85.78,32.23,48.86,6.27,62.7,19.17,Loamy,Kharif,Brinjal
87.34,41.93,61.72,7.18,81.64,24.55,Silty,Kharif,Maize
73.19,43.42,31.54,7.43,89.35,30.21,Sandy,Zaid,Tomato
74.13,32.19,76.21,6.16,75.11,18.32,Loamy,Rabi,Wheat
77.08,33.67,31.18,6.75,76.63,21.07,Clayey,Kharif,Maize
28.82,52.33,54.64,6.83,59.21,32.63,Loamy,Kharif,Brinjal
90.86,24.47,58.93,5.92,75.43,25.94,Silty,Rabi,Wheat
76.68,49.63,74.52,6.63,65.09,25.48,Clayey,Kharif,Brinjal
96.38,54.08,54.43,6.52,71.07,22.29,Sandy,Kharif,Rice
24.5,43.15,45.99,6.28,59.82,31.02,Clayey,Rabi,Wheat
92.79,44.78,73.61,5.98,68.29,34.95,Loamy,Kharif,Brinjal
35.03,18.23,60.92,6.36,69.66,20.66,Clayey,Zaid,Tomato
69.23,29.03,49.08,6.74,50.03,28.49,Clayey,Rabi,Wheat
20.21,27.88,22.6,7.12,80.09,16.57,Loamy,Rabi,Wheat
64.53,55.1,65.7,5.75,78.9,32.07,Loamy,Kharif,Rice
33.47,19.02,78.95,6.21,58.74,24.52,Sandy,Kharif,Maize
41.8,51.03,65.5,7.18,53.41,28.38,Clayey,Rabi,Onion
79.51,13.11,26.33,6.59,81.75,31.48,Clayey,Zaid,Tomato
21.82,51.5,50.93,7.3,77.04,15.89,Loamy,Kharif,Brinjal
49.2,16.51,47.66,7.27,51.0,20.5,Clayey,Kharif,Rice
52.89,48.96,34.93,6.02,76.62,29.35,Loamy,Kharif,Rice
50.21,54.25,39.51,6.37,66.66,25.99,Loamy,Rabi,Wheat
51.93,29.37,27.03,7.18,52.31,27.84,Silty,Kharif,Maize
93.92,37.77,78.27,6.82,86.97,32.92,Sandy,Kharif,Brinjal
50.74,17.55,58.31,6.78,73.73,34.29,Loamy,Kharif,Maize
97.86,15.35,57.97,6.9,74.01,16.17,Sandy,Rabi,Onion
74.31,39.46,34.71,6.88,60.57,17.31,Sandy,Kharif,Rice
79.01,54.2,36.73,7.47,52.36,26.09,Sandy,Rabi,Onion
68.97,45.85,46.47,6.22,59.22,26.0,Silty,Zaid,Tomato
52.95,11.53,45.32,5.92,61.82,32.25,Loamy,Rabi,Onion
82.23,13.25,38.92,6.1,75.44,17.91,Sandy,Kharif,Brinjal
22.65,11.5,33.74,6.73,63.2,16.81,Clayey,Zaid,Tomato
79.62,54.56,53.74,6.67,57.83,28.8,Silty,Rabi,Wheat
58.82,59.86,61.74,5.85,69.97,22.54,Sandy,Kharif,Brinjal
58.28,45.3,33.98,6.23,85.24,21.12,Silty,Zaid,Tomato
93.93,20.6,53.48,6.66,77.61,19.63,Sandy,Rabi,Onion
76.06,22.96,40.48,7.22,66.93,18.69,Loamy,Kharif,Maize
35.68,20.44,53.28,6.81,66.87,23.27,Loamy,Rabi,Wheat
90.15,50.17,76.01,5.96,75.51,18.91,Silty,Zaid,Tomato
64.27,40.12,33.75,6.23,50.68,20.95,Clayey,Kharif,Maize
74.84,12.38,51.88,6.78,59.38,15.02,Sandy,Rabi,Wheat
92.99,21.1,32.36,7.32,89.2,30.39,Silty,Kharif,Rice
58.61,52.6,33.45,7.4,52.63,17.72,Clayey,Kharif,Rice
32.6,38.18,38.51,6.13,75.8,25.36,Clayey,Rabi,Wheat
51.75,45.94,28.31,6.21,53.59,29.52,Loamy,Kharif,Maize
84.47,43.88,29.85,5.73,80.54,33.24,Sandy,Kharif,Rice
97.68,46.83,52.73,6.92,85.57,33.74,Silty,Rabi,Onion
99.33,25.68,21.68,5.73,80.11,22.73,Clayey,Kharif,Maize
75.04,11.46,70.29,7.0,85.03,19.81,Sandy,Kharif,Brinjal
79.61,34.28,27.24,7.08,77.08,18.37,Sandy,Kharif,Brinjal
83.08,14.36,30.58,5.57,80.94,33.65,Clayey,Kharif,Rice
73.75,24.9,21.75,6.73,85.23,30.85,Sandy,Kharif,Brinjal
55.3,31.54,28.45,7.06,67.74,26.88,Loamy,Rabi,Wheat
24.49,46.46,48.82,5.64,78.04,29.49,Silty,Kharif,Brinjal
35.55,29.62,52.45,6.54,62.87,28.21,Sandy,Rabi,Onion
88.87,54.34,43.81,5.77,88.86,25.67,Loamy,Kharif,Rice
68.89,18.48,35.48,6.29,88.27,16.38,Silty,Kharif,Brinjal
88.75,25.99,43.64,6.13,69.04,32.03,Loamy,Kharif,Maize
65.19,44.83,75.41,6.29,78.66,19.14,Clayey,Zaid,Tomato
78.88,26.69,78.67,6.0,52.33,27.78,Silty,Rabi,Wheat
72.61,18.61,29.53,6.16,63.09,29.0,Clayey,Rabi,Onion
41.97,43.19,43.56,6.26,84.68,24.4,Sandy,Kharif,Rice
98.37,18.73,64.26,6.01,68.93,28.59,Sandy,Zaid,Tomato
98.11,36.03,47.38,6.93,83.59,33.68,Loamy,Kharif,Brinjal
74.16,48.74,29.88,6.88,88.69,16.24,Silty,Zaid,Tomato
66.96,40.81,52.3,6.73,51.84,22.69,Silty,Zaid,Tomato
85.45,51.84,36.97,7.2,88.11,32.69,Sandy,Zaid,Tomato
36.59,20.08,68.41,5.69,52.58,32.15,Clayey,Rabi,Onion
75.68,47.62,45.03,6.09,70.94,22.08,Silty,Zaid,Tomato
39.19,41.25,48.98,7.07,80.06,32.03,Loamy,Rabi,Onion
73.36,33.95,64.75,7.26,74.39,26.66,Silty,Rabi,Onion
51.81,16.88,44.16,7.19,65.69,16.17,Silty,Kharif,Brinjal
44.98,58.3,37.45,6.17,80.74,15.52,Silty,Kharif,Maize
98.3,14.52,30.66,5.7,61.59,23.01,Silty,Rabi,Onion
96.48,55.05,66.81,5.96,54.04,16.43,Loamy,Zaid,Tomato
32.5,35.69,67.86,7.09,75.04,31.09,Clayey,Kharif,Maize
53.91,27.85,47.95,5.55,58.08,31.94,Clayey,Kharif,Maize
69.75,59.5,75.9,6.62,69.74,30.99,Loamy,Rabi,Wheat
83.82,31.75,73.33,6.15,77.15,33.63,Clayey,Kharif,Brinjal
76.55,38.91,59.79,6.3,85.71,28.86,Sandy,Kharif,Rice
84.59,28.49,55.35,5.94,82.09,26.33,Silty,Rabi,Onion
87.49,48.61,29.9,6.64,52.76,16.79,Loamy,Zaid,Tomato
26.8,18.25,51.54,6.07,65.07,21.88,Sandy,Rabi,Wheat
99.06,45.39,36.42,6.03,67.6,27.9,Silty,Kharif,Maize
37.59,42.88,69.74,5.78,67.1,15.31,Sandy,Zaid,Tomato
57.21,33.37,55.0,6.1,78.19,27.01,Silty,Kharif,Maize
